STRUCTURE;STRUCTURE_ID;STRUCTURE_NAME;ACTION;FREQ;Fréquence;GEO_PICT;Pays et territoires insulaires du Pacifique;INDICATOR;Indicateur;SEX;Sexe;AGE;Âge;URBANIZATION;Urbanisation;DISABILITY;Invalidité;COMPOSITE_BREAKDOWN;Ventilation composite;TIME_PERIOD;Période;OBS_VALUE;Valeur observée;UNIT_MEASURE;Unité de mesure;UNIT_MULT;Multiplicateur d'unités;OBS_STATUS;Statut de l'observation;OBS_COMMENT;Commentaire;DATA_SOURCE;Source de données
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;NU;Niue;NMDI0020;Part des dépenses publiques consacrées au secteur de l'éducation (en % du total);_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;1998;;5.74;;;;;;;;;;"NSO Website - Niue - Economic ";
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;NU;Niue;NMDI0020;Part des dépenses publiques consacrées au secteur de l'éducation (en % du total);_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;1999;;6;;;;;;;;;;"NSO Website - Niue - Economic ";
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;NU;Niue;NMDI0020;Part des dépenses publiques consacrées au secteur de l'éducation (en % du total);_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2000;;5.78;;;;;;;;;;"NSO Website - Niue - Economic ";
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;NU;Niue;NMDI0020;Part des dépenses publiques consacrées au secteur de l'éducation (en % du total);_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2001;;6.17;;;;;;;;;;"NSO Website - Niue - Economic ";
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;NU;Niue;NMDI0020;Part des dépenses publiques consacrées au secteur de l'éducation (en % du total);_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2002;;7.85;;;;;;;;;;"NSO Website - Niue - Economic ";
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;NU;Niue;NMDI0020;Part des dépenses publiques consacrées au secteur de l'éducation (en % du total);_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2003;;9.21;;;;;;;;;;"NSO Website - Niue - Economic ";
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;NU;Niue;NMDI0020;Part des dépenses publiques consacrées au secteur de l'éducation (en % du total);_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2004;;7.01;;;;;;;;;;"NSO Website - Niue - Economic ";
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;NU;Niue;NMDI0020;Part des dépenses publiques consacrées au secteur de l'éducation (en % du total);_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2010;;7.04;;;;;;;;;;Niue - MOF - Budget Appropriation 2011;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;NU;Niue;NMDI0020;Part des dépenses publiques consacrées au secteur de l'éducation (en % du total);_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2011;;7.09;;;;;;;;;;Niue - MOF - Budget Appropriation 2011;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;NU;Niue;NMDI0020;Part des dépenses publiques consacrées au secteur de l'éducation (en % du total);_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2012;;8.83;;;;;;;;;;Niue - 2011/12 Budget;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;MH;Îles Marshall (pays);NMDI0021;Ratio élèves/enseignants;_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2001;;18;;;;;;;;Secondary;;NSO Website - Marshall Islands - Education;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;MH;Îles Marshall (pays);NMDI0021;Ratio élèves/enseignants;_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2011;;17;;;;;;;;Primary for Majuro. Kwajalein = 20 All other areas = 11;;Marshall Islands - MoE Yearbook 2010-2011;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;MH;Îles Marshall (pays);NMDI0021;Ratio élèves/enseignants;_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2014;;15;;;;;;;;Secondary;;Marshall Islands - MoE Digest 2013-2014;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;MH;Îles Marshall (pays);NMDI0295;Rapport filles/garçons dans l'enseignement secondaire;_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;1990;;105;;;;;;;;;;MDG Report - Marshall Islands 2009;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;MH;Îles Marshall (pays);NMDI0295;Rapport filles/garçons dans l'enseignement secondaire;_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2000;;0;;;;;;;;;;;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;MH;Îles Marshall (pays);NMDI0295;Rapport filles/garçons dans l'enseignement secondaire;_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2006;;95;;;;;;;;;;MDG Report - Marshall Islands 2009;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;MH;Îles Marshall (pays);NMDI0295;Rapport filles/garçons dans l'enseignement secondaire;_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2009;;107;;;;;;;;Denominator - SDD pop estimates used (instead of those in digest) for male female split;;Marshall Islands - MoE Yearbook 2010-2011;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;MH;Îles Marshall (pays);NMDI0295;Rapport filles/garçons dans l'enseignement secondaire;_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2010;;110;;;;;;;;Denominator - SDD pop estimates used (instead of those in digest) for male female split;;Marshall Islands - MoE Yearbook 2010-2011;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;MH;Îles Marshall (pays);NMDI0295;Rapport filles/garçons dans l'enseignement secondaire;_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2011;;113;;;;;;;;Denominator - SDD pop estimates used (instead of those in digest) for male female split;;Marshall Islands - MoE Yearbook 2010-2011;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;MH;Îles Marshall (pays);NMDI0295;Rapport filles/garçons dans l'enseignement secondaire;_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2014;;119.6;;;;;;;;MIEMIS 2016 dataGPI-GER;;;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;MH;Îles Marshall (pays);NMDI0295;Rapport filles/garçons dans l'enseignement secondaire;_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2015;;117.9;;;;;;;;MIEMIS 2016 dataGPI-GER;;;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;MH;Îles Marshall (pays);NMDI0295;Rapport filles/garçons dans l'enseignement secondaire;_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2016;;123.2;;;;;;;;MIEMIS 2016 dataGPI-GER;;;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;TO;Tonga;NMDI0293;Proportion d'écoliers ayant commencé la première année d'études primaires qui terminent l'école primaire (%);_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2011;;119;;;;;;;;Survival Rate to Year 5;;;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;TO;Tonga;NMDI0293;Proportion d'écoliers ayant commencé la première année d'études primaires qui terminent l'école primaire (%);_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2012;;111;;;;;;;;Survival to Year 5;;;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;TO;Tonga;NMDI0293;Proportion d'écoliers ayant commencé la première année d'études primaires qui terminent l'école primaire (%);_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2013;;105;;;;;;;;Survival to Year 5;;;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;TO;Tonga;NMDI0293;Proportion d'écoliers ayant commencé la première année d'études primaires qui terminent l'école primaire (%);_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2014;;89;;;;;;;;Survival to Year 5;;;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;FJ;Fidji;NMDI0294;Rapport filles/garçons dans l'enseignement primaire;_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;1990;;94;;;;;;;;;;MDG Report - Fiji 2004;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;FJ;Fidji;NMDI0294;Rapport filles/garçons dans l'enseignement primaire;_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2000;;98;;;;;;;;;;MDG Report - Fiji 2004;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;FJ;Fidji;NMDI0294;Rapport filles/garçons dans l'enseignement primaire;_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2008;;99;;;;;;;;;;UNSD MDG Indicators Database;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;FJ;Fidji;NMDI0294;Rapport filles/garçons dans l'enseignement primaire;_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2010;;93.1;;;;;;;;;;Fiji - MoE 2010 Annual Report;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;FJ;Fidji;NMDI0294;Rapport filles/garçons dans l'enseignement primaire;_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2012;;94;;;;;;;;Fiji, National Planning Office, Ministry of Finance & National Planning, Millennium Development Goals Fiji National Report November 2004. Available from http-//planipolis.iiep.unesco.org/upload/Fiji/Fiji%20MDG%202004.pdf;;MDGs Report - 2013;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;FJ;Fidji;NMDI0294;Rapport filles/garçons dans l'enseignement primaire;_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2014;;100.5;;;;;;;;;;MDG Indicators - Fiji 2015;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;FJ;Fidji;NMDI0294;Rapport filles/garçons dans l'enseignement primaire;_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2015;;99;;;;;;;;GPI-GER  (110.5%/111.2%);;Fiji Education Annual Report 2015;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;WS;Samoa;NMDI0295;Rapport filles/garçons dans l'enseignement secondaire;_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;1990;;106;;;;;;;;;;MDG Report - Samoa 2010;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;WS;Samoa;NMDI0295;Rapport filles/garçons dans l'enseignement secondaire;_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2002;;104;;;;;;;;;;MDG Report - Samoa 2010;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;WS;Samoa;NMDI0295;Rapport filles/garçons dans l'enseignement secondaire;_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2008;;120;;;;;;;;;;Samoa - MOE - Education Statistical Digest 2008;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;WS;Samoa;NMDI0295;Rapport filles/garçons dans l'enseignement secondaire;_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2009;;113;;;;;;;;;;MDG Report - Samoa 2010;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;WS;Samoa;NMDI0295;Rapport filles/garçons dans l'enseignement secondaire;_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2010;;123;;;;;;;;Female GER 80.08% Male GER 65.07% based on enrolment data from 2010 Digest and 2010 SDD pop estimates for official secondary school age 13-17 years.;;Samoa - MoE - Education Statistical Digest 2010;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;WS;Samoa;NMDI0295;Rapport filles/garçons dans l'enseignement secondaire;_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2011;;123;;;;;;;;Female GER 80.58%, Male GER 65.6% based on secondary school enrolment data from 2011 MOE Digest and SDD population estimates for official secondary school age 13-17 years;;Samoa - MoE -Education Statistical Digest 2011;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;WS;Samoa;NMDI0295;Rapport filles/garçons dans l'enseignement secondaire;_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2012;;113;;;;;;;;"From MoE Education Digest 2016Total enrollment- Male- 7382; Female- 8378";;Samoa - MOE- Education Statistical Digest 2015;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;WS;Samoa;NMDI0295;Rapport filles/garçons dans l'enseignement secondaire;_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2013;;118;;;;;;;;;;2017 reportGPI-GER;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;WS;Samoa;NMDI0295;Rapport filles/garçons dans l'enseignement secondaire;_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2014;;124;;;;;;;;;;2017 reportGPI-GER;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;WS;Samoa;NMDI0295;Rapport filles/garçons dans l'enseignement secondaire;_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2015;;120;;;;;;;;;;2017 reportGPI-GER;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;WS;Samoa;NMDI0295;Rapport filles/garçons dans l'enseignement secondaire;_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2016;;117;;;;;;;;;;2017 reportGPI-GER;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;WS;Samoa;NMDI0295;Rapport filles/garçons dans l'enseignement secondaire;_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2017;;119;;;;;;;;;;2017 reportGPI-GER;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;FM;États fédérés de Micronésie (pays);NMDI0420;Taux brut d'inscription à l'EPPE;_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2012;;81.2;;;;;;;;;;fedEMIS Online;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;FM;États fédérés de Micronésie (pays);NMDI0420;Taux brut d'inscription à l'EPPE;_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2013;;84.8;;;;;;;;;;fedEMIS Online;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;FM;États fédérés de Micronésie (pays);NMDI0420;Taux brut d'inscription à l'EPPE;_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2014;;96.8;;;;;;;;;;fedEMIS Online;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;FM;États fédérés de Micronésie (pays);NMDI0420;Taux brut d'inscription à l'EPPE;_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2015;;86.5;;;;;;;;;;fedEMIS Online;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;FM;États fédérés de Micronésie (pays);NMDI0420;Taux brut d'inscription à l'EPPE;_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2016;;90.7;;;;;;;;;;fedEMIS Online;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;FM;États fédérés de Micronésie (pays);NMDI0420;Taux brut d'inscription à l'EPPE;_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2017;;93.5;;;;;;;;;;fedEMIS Online;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;NU;Niue;NMDI0018;Taux brut de scolarisation dans l'enseignement primaire (%);_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2002;;112;;;;;;;;;;Niue - MOE - Niue Education Dept;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;NU;Niue;NMDI0018;Taux brut de scolarisation dans l'enseignement primaire (%);_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2005;;86.4;;;;;;;;Primary;;;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;NU;Niue;NMDI0018;Taux brut de scolarisation dans l'enseignement primaire (%);_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2008;;115;;;;;;;;;;Niue - MOE - Niue Education Dept;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;NU;Niue;NMDI0018;Taux brut de scolarisation dans l'enseignement primaire (%);_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2011;;100;;;;;;;;156 children enrolled in primary school from population of 156 official primary age 5-10 years;;Census Report - Niue 2011;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;NU;Niue;NMDI0018;Taux brut de scolarisation dans l'enseignement primaire (%);_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2012;;114;;;;;;;;171 children enrolled in NPS term 1, out of official school age population of 150 5-10 years olds (SDD pop est. 2012);;Niue - MOE - Niue Education Dept;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;NU;Niue;NMDI0018;Taux brut de scolarisation dans l'enseignement primaire (%);_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2013;;123;;;;;;;;;;Niue - MOE - Niue Education Dept;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;NU;Niue;NMDI0018;Taux brut de scolarisation dans l'enseignement primaire (%);_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2015;;132.7;;;;;;;;From EPDC;;UIS Databank;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;NU;Niue;NMDI0018;Taux brut de scolarisation dans l'enseignement primaire (%);_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2017;;154;;;;;;;;Enrolment figures for Term 1, 2017;;Niue - MOE - Niue Education Dept;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;FM;États fédérés de Micronésie (pays);NMDI0033;Taux de réussite des femmes dans l'enseignement supérieur (%);F;Femme;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2010;;0;;;;;;;;pending;;Census Report - FSM 2010;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;VU;Vanuatu;SE_PRE_PARTN;Taux de participation à l'apprentissage organisé (un an avant l'âge officiel d'entrée au primaire);F;Femme;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2019;;100;;PERCENT;pourcents;;;;;;;UNESCO Institute of Statistics;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;VU;Vanuatu;SE_PRE_PARTN;Taux de participation à l'apprentissage organisé (un an avant l'âge officiel d'entrée au primaire);F;Femme;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2020;;100;;PERCENT;pourcents;;;;;;;UNESCO Institute of Statistics;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;VU;Vanuatu;SE_PRE_PARTN;Taux de participation à l'apprentissage organisé (un an avant l'âge officiel d'entrée au primaire);F;Femme;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2021;;90.72;;PERCENT;pourcents;;;;;;;Ministry of Education, Statistical Report 2021, Vanuatu Government;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;VU;Vanuatu;SE_PRE_PARTN;Taux de participation à l'apprentissage organisé (un an avant l'âge officiel d'entrée au primaire);F;Femme;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2022;;82.29;;PERCENT;pourcents;;;;;;;Ministry of Education, Statistical Digest 2022, Vanuatu Government;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;VU;Vanuatu;NMDI0167;Taux brut de scolarisation - enseignement secondaire (%);F;Femme;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2011;;49;;;;;;;;2011 VEMIS Data;;Vanuatu-MOET Annual Statistical Report, 2015;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;VU;Vanuatu;NMDI0167;Taux brut de scolarisation - enseignement secondaire (%);F;Femme;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2012;;50;;;;;;;;2012 VEMIS Data;;Vanuatu-MOET Annual Statistical Report, 2015;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;VU;Vanuatu;NMDI0167;Taux brut de scolarisation - enseignement secondaire (%);F;Femme;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2013;;51;;;;;;;;2013 VEMIS Data;;Vanuatu-MOET Annual Statistical Report, 2015;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;VU;Vanuatu;NMDI0167;Taux brut de scolarisation - enseignement secondaire (%);F;Femme;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2014;;52;;;;;;;;2014 VEMIS Data;;Vanuatu-MOET Annual Statistical Report, 2015;
