STRUCTURE;STRUCTURE_ID;STRUCTURE_NAME;ACTION;FREQ;Fréquence;GEO_PICT;Pays et territoires insulaires du Pacifique;INDICATOR;Indicateur;SEX;Sexe;AGE;Âge;URBANIZATION;Urbanisation;DISABILITY;Invalidité;COMPOSITE_BREAKDOWN;Ventilation composite;TIME_PERIOD;Période;OBS_VALUE;Valeur observée;UNIT_MEASURE;Unité de mesure;UNIT_MULT;Multiplicateur d'unités;OBS_STATUS;Statut de l'observation;OBS_COMMENT;Commentaire;DATA_SOURCE;Source de données
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;PG;Papouasie-Nouvelle-Guinée;NMDI0019;Taux d'alphabétisation des 15-24 ans (%);_T;Total;Y00T24;Jeunes (jusque 24 ans);_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2000;;65.7;;;;;;;;Extracted from CSPro;;Census Report - Papua New Guinea 2000;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;TK;Tokelau;NMDI0018;Taux brut de scolarisation dans l'enseignement primaire (%);M;Homme;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2016;;107.7;;;;;;;;ISCED 1 (Year 1-6);;Tokelau - Government of Tokelau Statistics Adviser;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;TV;Tuvalu;NMDI0419;Ratio net d'inscription à l'EPPE;_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2012;;76;;;;;;;;2012 TEMIS data;;Tuvalu Education Statistical Report 2015;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;TV;Tuvalu;NMDI0419;Ratio net d'inscription à l'EPPE;_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2013;;70;;;;;;;;2013 TEMIS data;;Tuvalu Education Statistical Report 2015;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;TV;Tuvalu;NMDI0419;Ratio net d'inscription à l'EPPE;_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2014;;72;;;;;;;;2014 TEMIS data;;Tuvalu Education Statistical Report 2015;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;TV;Tuvalu;NMDI0419;Ratio net d'inscription à l'EPPE;_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2015;;70;;;;;;;;2015 TEMIS data;;Tuvalu Education Statistical Report 2015;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;TV;Tuvalu;NMDI0419;Ratio net d'inscription à l'EPPE;_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2016;;71;;;;;;;;From TEMIS 2016;;;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;VU;Vanuatu;NMDI0420;Taux brut d'inscription à l'EPPE;_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2011;;58;;;;;;;;2011 VEMIS Data;;Vanuatu-MOET Annual Statistical Report, 2015;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;VU;Vanuatu;NMDI0420;Taux brut d'inscription à l'EPPE;_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2012;;66;;;;;;;;2012 VEMIS Data;;Vanuatu-MOET Annual Statistical Report, 2015;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;VU;Vanuatu;NMDI0420;Taux brut d'inscription à l'EPPE;_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2013;;63;;;;;;;;2013 VEMIS Data;;Vanuatu-MOET Annual Statistical Report, 2015;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;VU;Vanuatu;NMDI0420;Taux brut d'inscription à l'EPPE;_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2014;;63;;;;;;;;2014 VEMIS Data;;Vanuatu-MOET Annual Statistical Report, 2015;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;VU;Vanuatu;NMDI0420;Taux brut d'inscription à l'EPPE;_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2015;;65;;;;;;;;2015 VEMIS data;;Vanuatu-MOET Annual Statistical Report, 2015;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;MH;Îles Marshall (pays);SE_PRE_PARTN;Taux de participation à l'apprentissage organisé (un an avant l'âge officiel d'entrée au primaire);_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2015;;39.6;;PERCENT;pourcents;;;;;;;UNESCO Institute for Statistics;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;MH;Îles Marshall (pays);SE_PRE_PARTN;Taux de participation à l'apprentissage organisé (un an avant l'âge officiel d'entrée au primaire);_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2016;;63.5;;PERCENT;pourcents;;;;;;;UNESCO Institute of Statistics;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;MH;Îles Marshall (pays);SE_PRE_PARTN;Taux de participation à l'apprentissage organisé (un an avant l'âge officiel d'entrée au primaire);_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2019;;68.8;;PERCENT;pourcents;;;;;;;UNESCO Institute of Statistics;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;MH;Îles Marshall (pays);SE_PRE_PARTN;Taux de participation à l'apprentissage organisé (un an avant l'âge officiel d'entrée au primaire);_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2020;;60.48;;PERCENT;pourcents;;;;;;;UNESCO Institute of Statistics;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;MH;Îles Marshall (pays);SE_PRE_PARTN;Taux de participation à l'apprentissage organisé (un an avant l'âge officiel d'entrée au primaire);_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2021;;83.86;;PERCENT;pourcents;;;;;;;UNESCO Institute for Statistics;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;MH;Îles Marshall (pays);SE_PRE_PARTN;Taux de participation à l'apprentissage organisé (un an avant l'âge officiel d'entrée au primaire);_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2022;;90.77;;PERCENT;pourcents;;;;;;;UNESCO Institute for Statistics;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;WF;Wallis-et-Futuna;NMDI0296;Rapport filles/garçons dans l'enseignement supérieur;_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2014;;;;;;;;;;Il n'y a pas d'enseignement sup�rieur � Wallis et Futuna.;;;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;VU;Vanuatu;SE_PRE_PARTN;Taux de participation à l'apprentissage organisé (un an avant l'âge officiel d'entrée au primaire);_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2015;;42;;PERCENT;pourcents;;;;;;;Vanuatu Ministry of Education and Training, Annual Statistical Report, 2015.;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;VU;Vanuatu;SE_PRE_PARTN;Taux de participation à l'apprentissage organisé (un an avant l'âge officiel d'entrée au primaire);_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2018;;91.55;;PERCENT;pourcents;;;;;;;UNESCO Institute of Statistics;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;VU;Vanuatu;SE_PRE_PARTN;Taux de participation à l'apprentissage organisé (un an avant l'âge officiel d'entrée au primaire);_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2019;;97.21;;PERCENT;pourcents;;;;;;;UNESCO Institute of Statistics;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;VU;Vanuatu;SE_PRE_PARTN;Taux de participation à l'apprentissage organisé (un an avant l'âge officiel d'entrée au primaire);_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2020;;98.03;;PERCENT;pourcents;;;;;;;UNESCO Institute of Statistics;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;VU;Vanuatu;SE_PRE_PARTN;Taux de participation à l'apprentissage organisé (un an avant l'âge officiel d'entrée au primaire);_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2021;;88.31;;PERCENT;pourcents;;;;;;;Ministry of Education, Statistical Report 2021, Vanuatu Government;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;VU;Vanuatu;SE_PRE_PARTN;Taux de participation à l'apprentissage organisé (un an avant l'âge officiel d'entrée au primaire);_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2022;;81.3;;PERCENT;pourcents;;;;;;;Ministry of Education, Statistical Digest 2022, Vanuatu Government;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;WS;Samoa;NMDI0167;Taux brut de scolarisation - enseignement secondaire (%);_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2002;;74;;;;;;;;;;Samoa - MoE -Education Statistical Digest 2011;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;WS;Samoa;NMDI0167;Taux brut de scolarisation - enseignement secondaire (%);_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2003;;76;;;;;;;;;;Samoa - MoE -Education Statistical Digest 2011;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;WS;Samoa;NMDI0167;Taux brut de scolarisation - enseignement secondaire (%);_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2004;;75;;;;;;;;;;Samoa - MoE -Education Statistical Digest 2011;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;WS;Samoa;NMDI0167;Taux brut de scolarisation - enseignement secondaire (%);_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2005;;74;;;;;;;;;;Samoa - MoE -Education Statistical Digest 2011;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;WS;Samoa;NMDI0167;Taux brut de scolarisation - enseignement secondaire (%);_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2006;;76;;;;;;;;;;Samoa - MoE -Education Statistical Digest 2011;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;WS;Samoa;NMDI0167;Taux brut de scolarisation - enseignement secondaire (%);_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2007;;72.8;;;;;;;;primary is 5-12 years old, secondary is 13-17 years old;;NSO Website - Samoa - Education;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;WS;Samoa;NMDI0167;Taux brut de scolarisation - enseignement secondaire (%);_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2008;;71;;;;;;;;;;Samoa - MoE -Education Statistical Digest 2011;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;WS;Samoa;NMDI0167;Taux brut de scolarisation - enseignement secondaire (%);_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2009;;71;;;;;;;;;;Samoa - MoE -Education Statistical Digest 2011;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;WS;Samoa;NMDI0167;Taux brut de scolarisation - enseignement secondaire (%);_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2010;;72;;;;;;;;;;Samoa - MoE -Education Statistical Digest 2011;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;WS;Samoa;NMDI0167;Taux brut de scolarisation - enseignement secondaire (%);_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2011;;72.1;;;;;;;;16,336 secondary enrolments from a base population of 22,664 official secondary age 13-17 years (SDD population estimates 2011) Notes 2011 Census data unavailable at this time.;;Samoa - MoE -Education Statistical Digest 2011;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;WS;Samoa;NMDI0167;Taux brut de scolarisation - enseignement secondaire (%);_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2012;;75;;;;;;;;16,360 students enrolled;;Samoa - MOE - Education Statistical Digest 2012;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;WS;Samoa;NMDI0167;Taux brut de scolarisation - enseignement secondaire (%);_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2013;;78;;;;;;;;;;2017 report;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;WS;Samoa;NMDI0167;Taux brut de scolarisation - enseignement secondaire (%);_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2014;;80;;;;;;;;;;2017 report;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;WS;Samoa;NMDI0167;Taux brut de scolarisation - enseignement secondaire (%);_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2015;;78;;;;;;;;;;Samoa - MOE- Education Statistical Digest 2015;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;WS;Samoa;NMDI0167;Taux brut de scolarisation - enseignement secondaire (%);_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2016;;77;;;;;;;;;;2017 report;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;WS;Samoa;NMDI0167;Taux brut de scolarisation - enseignement secondaire (%);_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2017;;75;;;;;;;;;;2017 report;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;PF;Polynésie française;NMDI0167;Taux brut de scolarisation - enseignement secondaire (%);_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2014;;96.6;;;;;;;;Calcul fait par la CPS. Num�rateur de la DGEE, d�nominateur fourni par l'ISPF. Age normal officiel de de scolarisation utilis� pour le secondaire - 11-17 ans.;;Polyn�sie fran�aise. Direction G�n�rale de l'Education et des Enseignements;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;VU;Vanuatu;NMDI0167;Taux brut de scolarisation - enseignement secondaire (%);_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2011;;47;;;;;;;;2011 VEMIS Data;;Vanuatu-MOET Annual Statistical Report, 2015;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;VU;Vanuatu;NMDI0167;Taux brut de scolarisation - enseignement secondaire (%);_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2012;;47;;;;;;;;2012 VEMIS Data;;Vanuatu-MOET Annual Statistical Report, 2015;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;VU;Vanuatu;NMDI0167;Taux brut de scolarisation - enseignement secondaire (%);_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2013;;48;;;;;;;;2013 VEMIS Data;;Vanuatu-MOET Annual Statistical Report, 2015;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;VU;Vanuatu;NMDI0167;Taux brut de scolarisation - enseignement secondaire (%);_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2014;;50;;;;;;;;2014 VEMIS Data;;Vanuatu-MOET Annual Statistical Report, 2015;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;VU;Vanuatu;NMDI0167;Taux brut de scolarisation - enseignement secondaire (%);_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2015;;51;;;;;;;;VEMIS data, 2015;;Vanuatu-MOET Annual Statistical Report, 2015;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;NR;Nauru;NMDI0018;Taux brut de scolarisation dans l'enseignement primaire (%);_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2000;;99;;;;;;;;Based on Primary age group 6 to 11 year olds, SDD population estimates for same year.;;NSO Website - Nauru - Education enrolment;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;NR;Nauru;NMDI0018;Taux brut de scolarisation dans l'enseignement primaire (%);_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2001;;103;;;;;;;;Based on Primary age group 6 to 11 year olds, SDD population estimates for same year.;;NSO Website - Nauru - Education enrolment;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;NR;Nauru;NMDI0018;Taux brut de scolarisation dans l'enseignement primaire (%);_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2002;;97;;;;;;;;Based on Primary age group 6 to 11 year olds, SDD population estimates for same year.;;NSO Website - Nauru - Education enrolment;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;NR;Nauru;NMDI0018;Taux brut de scolarisation dans l'enseignement primaire (%);_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2003;;88;;;;;;;;Based on Primary age group 6 to 11 year olds, SDD population estimates for same year.;;NSO Website - Nauru - Education enrolment;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;NR;Nauru;NMDI0018;Taux brut de scolarisation dans l'enseignement primaire (%);_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2004;;101;;;;;;;;Based on Primary age group 6 to 11 year olds, SDD population estimates for same year.;;NSO Website - Nauru - Education enrolment;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;NR;Nauru;NMDI0018;Taux brut de scolarisation dans l'enseignement primaire (%);_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2005;;125;;;;;;;;Based on Primary age group 6 to 11 year olds, SDD population estimates for same year.;;NSO Website - Nauru - Education enrolment;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;NR;Nauru;NMDI0018;Taux brut de scolarisation dans l'enseignement primaire (%);_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2006;;104;;;;;;;;Based on Primary age group 6 to 11 year olds, SDD population estimates for same year.;;NSO Website - Nauru - Education enrolment;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;NR;Nauru;NMDI0018;Taux brut de scolarisation dans l'enseignement primaire (%);_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2007;;92;;;;;;;;Based on Primary age group 6 to 11 year olds, SDD population estimates for same year.;;NSO Website - Nauru - Education enrolment;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;NR;Nauru;NMDI0018;Taux brut de scolarisation dans l'enseignement primaire (%);_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2008;;93;;;;;;;;Based on Primary age group 6 to 11 year olds, SDD population estimates for same year.;;NSO Website - Nauru - Education enrolment;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;NR;Nauru;NMDI0018;Taux brut de scolarisation dans l'enseignement primaire (%);_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2011;;96.7;;;;;;;;2015 RoN EMIS data;;"Nauru - Department of Education, Manager of Statistics ";
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;NR;Nauru;NMDI0018;Taux brut de scolarisation dans l'enseignement primaire (%);_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2012;;100;;;;;;;;From RON EMIS - 1st July 2014. 6-11 not 7-12 as per ISCED mapping.;;"Nauru - Department of Education, Manager of Statistics ";
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;NR;Nauru;NMDI0018;Taux brut de scolarisation dans l'enseignement primaire (%);_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2013;;106;;;;;;;;From RON EMIS database as of 1 July 2014. NOTE uses 6-11 not 7-12 as per ISCED mapping NEEDS to be looked at contact Kashif Saeed and UIS;;"Nauru - Department of Education, Manager of Statistics ";
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;NR;Nauru;NMDI0018;Taux brut de scolarisation dans l'enseignement primaire (%);_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2014;;106;;;;;;;;2015 RoN EMIS data;;"Nauru - Department of Education, Manager of Statistics ";
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;NR;Nauru;NMDI0018;Taux brut de scolarisation dans l'enseignement primaire (%);_T;Total;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2015;;106;;;;;;;;;;Nauru - Department of Education, Education Digest 2014;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;TV;Tuvalu;NMDI0420;Taux brut d'inscription à l'EPPE;F;Femme;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2012;;101;;;;;;;;2012 TEMIS data;;Tuvalu Education Statistical Report 2015;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;TV;Tuvalu;NMDI0420;Taux brut d'inscription à l'EPPE;F;Femme;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2013;;95;;;;;;;;2013 TEMIS data;;Tuvalu Education Statistical Report 2015;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;TV;Tuvalu;NMDI0420;Taux brut d'inscription à l'EPPE;F;Femme;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2014;;93;;;;;;;;2014 TEMIS data;;Tuvalu Education Statistical Report 2015;
DATAFLOW;SPC:DF_NMDI_EDU(1.0);Indicateurs Minima du Développement National (IMDN) pour la l'Éducation;I;A;Annuel;TV;Tuvalu;NMDI0420;Taux brut d'inscription à l'EPPE;F;Femme;_T;Tous les âges;_T;National;_T;Pas de ventilation par handicap;_Z;N'est pas applicable;2015;;89;;;;;;;;2015 TEMIS data;;Tuvalu Education Statistical Report 2015;
